Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags
"Sony PlayStation 2","Games","Owned","FIFA Football 2003 (Platinum)","United Kingdom","Official","EA Sports","EA Canada","2 May 2025","Boxed","1.68","2.32","5.32","1.74","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","FIFA Football 2004","United Kingdom","Official","EA Sports","EA Canada","2 May 2025","CIB","2.71","4.37","17.39","4.37","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","FIFA Street","United Kingdom","Official","EA Sports BIG","EA Canada","2 May 2025","CIB","3.67","3.89","49.42","3.89","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","FIFA Street 2","United Kingdom","Official","EA Sports BIG","EA Canada","2 May 2025","CIB","5.04","6.06","60.26","6.06","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","FIFA World Cup: Germany 2006","United Kingdom","Official","Electronic Arts","Electronic Arts Canada","2 May 2025","CIB","2.56","4.33","24.64","4.33","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Free Running","United Kingdom","Official","Reef Entertainment Ltd.","Rebellion, CORE Design Limited","2 May 2025","CIB","2.98","3.99","24.01","3.99","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","G1 Jockey 3","United Kingdom","Official","Koei","Koei","2 May 2025","CIB","4.78","5.42","12.36","5.42","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Gran Turismo 3: A-Spec","United Kingdom","Official","Sony","Polyphony Digital Inc.","19 Jun 2025","CIB","2.21","2.95","37.06","2.95","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Gran Turismo 4","United Kingdom","Official","Sony Computer Entertainment Europe","Polyphony Digital Inc.","2 May 2025","CIB","4.37","5.05","48.64","5.05","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Grand Theft Auto III","United Kingdom","Official","Rockstar Games","DMA Design Limited","2 May 2025","CIB","4.29","4.91","31.18","4.91","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Grand Theft Auto: Liberty City Stories","United Kingdom","Official","Rockstar Games","Rockstar Leeds, Rockstar North","2 May 2025","CIB","5.13","5.45","61.12","5.45","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Grand Theft Auto: San Andreas","United Kingdom","Official","Rockstar Games","Rockstar North","2 May 2025","CIB","5.13","7.12","29.39","7.12","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Grand Theft Auto: Vice City","United Kingdom","Official","Rockstar Games","Rockstar North","2 May 2025","CIB","4.92","5.17","100.46","5.17","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Guitar Hero II","United Kingdom","Official","Activision","Harmonix Music Systems","2 May 2025","CIB","3.62","4.71","14.25","4.71","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Half-Life","United Kingdom","Official","Sierra","Valve","2 May 2025","Boxed","9.74","11.10","168.42","9.74","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","High School Musical: Sing It!","United Kingdom","Official","Disney Interactive Studios","Artificial Mind & Movement","11 May 2025","CIB","2.02","2.38","4.93","2.38","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Jackass the Game","United Kingdom","Official","Red Mile Entertainment, Inc.","Sidhe Interactive","2 May 2025","CIB","10.28","13.76","23.97","13.76","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Kelly Slater's Pro Surfer","United Kingdom","Official","Activision","Treyarch","15 Jul 2025","CIB","4.97","5.42","16.18","5.42","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Killzone","United Kingdom","Official","Sony Computer Entertainment","Guerrilla Games","2 May 2025","CIB","2.88","3.93","34.91","3.93","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","LEGO Star Wars II: The Original Trilogy","United Kingdom","Official","LucasArts Entertainment Company LLC","Traveller's Tales Ltd.","2 May 2025","M+B","3.79","4.46","20.62","2.90","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Little Britain: The Video Game","United Kingdom","Official","Blast Entertainment Ltd.","Revolution Software Ltd.","30 May 2025","CIB","3.10","4.04","17.33","4.04","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Manhunt","United Kingdom","Official","Rockstar Games","Rockstar North","2 May 2025","CIB","14.47","18.54","170.64","18.54","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Max Payne","United Kingdom","Official","Rockstar Games","Remedy Entertainment","2 May 2025","CIB","3.97","4.81","33.13","4.81","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Medal of Honor: Rising Sun","United Kingdom","Official","EA Games","EA Los Angeles","2 May 2025","CIB","2.53","2.56","32.46","2.56","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Metal Gear Solid 2: Sons of Liberty","United Kingdom","Official","Konami","Konami","2 May 2025","Boxed+","5.00","6.09","140.85","5.94","-1.0","?","?","?","fake case",""
"Sony PlayStation 2","Games","Owned","Midnight Club 3: DUB Edition","United Kingdom","Official","Rockstar Games","Rockstar San Diego","3 May 2025","Loose","6.90","10.04","74.65","6.90","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","MX Superfly","United Kingdom","Official","THQ","Pacific Coast Power & Light","19 Oct 2025","CIB","4.31","4.52","10.65","4.52","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Ōkami","United Kingdom","Official","Capcom","Clover Studio","2 May 2025","CIB","11.95","14.02","74.45","14.02","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","OutRun 2006: Coast 2 Coast","United Kingdom","Official","Sega","Sumo Digital","2 May 2025","CIB","10.60","16.44","84.14","16.44","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","PDC World Championship Darts","United Kingdom","Official","Oxygen Interactive Software Ltd.","Mere Mortals","18 Sep 2025","CIB","3.20","4.69","9.27","4.69","-1.0","?","?","?","",""
"Sony PlayStation 2","Systems","Owned","PlayStation 2 Satin Silver","United Kingdom","Official","Sony","Sony","11 May 2025","Loose","52.52","119.82","705.16","52.52","-1.0","?","?","?","",""
"Sony PlayStation 2","Systems","Owned","Playstation 2 System","United Kingdom","Official","Sony","Sony Interactive Entertainment","11 May 2025","Loose","43.89","105.95","254.04","43.89","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Prince of Persia: Warrior Within","United Kingdom","Official","Ubisoft","Ubisoft Montreal","2 May 2025","CIB","3.73","4.11","35.79","4.11","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Ratchet & Clank","United Kingdom","Official","Sony Computer Entertainment","Insomniac Games","11 May 2025","Loose","6.09","8.15","53.42","6.09","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Red Card","United Kingdom","Official","Missing Field","Missing Field","19 Jun 2025","CIB","5.66","5.77","32.78","5.77","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Robots","United Kingdom","Official","VU Games","Amaze Entertainment, Inc.","11 May 2025","CIB","3.57","5.54","10.72","5.54","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Rolling","United Kingdom","Official","SCi Games Ltd.","Rage Software","2 May 2025","CIB","5.49","7.51","18.25","7.51","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Scooby-Doo! Night of 100 Frights","United Kingdom","Official","THQ","Heavy Iron Studios","24 Jul 2025","CIB","4.27","5.13","40.51","5.13","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Shaun Palmer's Pro Snowboarder","United Kingdom","Official","Activision","Dearsoft","18 Sep 2025","CIB","3.00","3.84","18.86","3.84","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Silent Hill 2","United Kingdom","Official","Konami","Team Silent","27 Sep 2025","Boxed","52.09","63.18","285.05","52.09","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","SingStar '80s","United Kingdom","Official","SCEA","London Studio, SCEE","13 May 2025","CIB","2.62","2.87","14.11","2.87","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Singstar Anthems","United Kingdom","Official","Sony Interactive Entertainment Europe","London Studios","11 May 2025","CIB","2.93","2.99","6.80","2.99","-1.0","?","?","?","",""
"Sony PlayStation 2","Game Accessories","Owned","SingStar Microphone Pack","United Kingdom","Official","Missing Field","Missing Field","11 May 2025","Loose","11.68","16.06","46.10","11.68","-1.0","?","?","?","",""
"Sony PlayStation 2","Systems","Owned","Slim Playstation 2 System","United Kingdom","Official","Sony","Sony Interactive Entertainment","2 May 2025","Loose","38.27","46.96","324.92","38.27","-1.0","?","?","?","",""
"Sony PlayStation 2","Systems","Owned","Slim Playstation 2 System [Silver]","United Kingdom","Official","Sony","Sony","2 May 2025","Loose","51.03","90.64","217.53","51.03","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Smuggler's Run","United Kingdom","Official","Rockstar Games","Angel Studios","19 Sep 2025","CIB","3.03","3.07","20.52","3.07","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Sonic Heroes","United Kingdom","Official","Sega","Sonic Team","2 May 2025","CIB","4.52","4.91","44.42","4.91","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Spider-Man","United Kingdom","Official","Activision","Treyarch","2 May 2025","CIB","6.47","6.87","23.66","6.87","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Spider-Man 2 [Platinum]","United Kingdom","Official","Activision","Treyarch","2 May 2025","CIB","4.87","6.99","16.73","6.99","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","SSX","United Kingdom","Official","EA Sports BIG","EA Canada","2 May 2025","CIB","4.29","6.49","59.24","6.49","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","SSX 3","United Kingdom","Official","EA Sports BIG","EA Canada","2 May 2025","CIB","4.84","5.81","39.89","5.81","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","SSX On Tour","United Kingdom","Official","EA Sports BIG","EA Canada","2 May 2025","CIB","2.37","3.07","19.42","3.07","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Star Trek Voyager: Elite Force","United Kingdom","Official","Codemasters","Pipe Dream Interactive","15 Jul 2025","CIB","6.16","7.36","18.52","7.36","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Star Wars Battlefront II","United Kingdom","Official","LucasArts Entertainment Company LLC","Pandemic Studios","2 May 2025","CIB","3.57","3.71","35.74","3.71","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Star Wars Episode III: Revenge of the Sith","United Kingdom","Official","LucasArts Entertainment Company LLC","The Collective","2 May 2025","CIB","3.00","3.56","12.18","3.56","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Star Wars: Battlefront","United Kingdom","Official","LucasArts Entertainment Company LLC","Pandemic Studios","2 May 2025","CIB","5.13","8.82","51.20","8.82","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Stuntman","United Kingdom","Official","Infogrames","Reflections Interactive","2 May 2025","Boxed","2.31","3.01","10.68","2.81","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Getaway","United Kingdom","Official","Sony Computer Entertainment","Team SOHO","2 May 2025","Boxed","3.94","4.98","21.62","3.94","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Incredible Hulk: Ultimate Destruction","United Kingdom","Official","Sierra","Radical Entertainment Inc.","2 May 2025","CIB","12.28","13.69","86.71","13.69","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Matrix: Path of Neo","United Kingdom","Official","Atari, Inc.","Shiny Entertainment, Inc.","2 May 2025","CIB","3.58","3.64","27.15","3.64","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Sims: Bustin' Out","United Kingdom","Official","EA Games","Maxis","2 May 2025","CIB","3.68","3.84","22.25","3.84","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Theme Park World","United Kingdom","Official","Missing Field","Missing Field","2 May 2025","CIB","3.71","4.00","28.97","4.00","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","TimeSplitters","United Kingdom","Official","Eidos Interactive","Free Radical Design","11 May 2025","CIB","3.90","4.51","31.37","4.51","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","TOCA Race Driver 2","United Kingdom","Official","Codemasters","Codemasters","30 May 2025","Boxed","4.11","4.17","12.18","4.11","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Tom Clancy's Splinter Cell: Chaos Theory","United Kingdom","Official","Ubisoft","Ubisoft Montreal","2 May 2025","CIB","2.97","4.25","17.97","4.25","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Tony Hawk's Downhill Jam","United Kingdom","Official","Activision","SuperVillain Studios","24 Jul 2025","Boxed","7.25","15.07","23.84","13.28","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Tony Hawk's Pro Skater 4","United Kingdom","Official","Activision","Neversoft Entertainment","2 May 2025","CIB","5.45","6.19","35.10","6.19","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Tony Hawk's Project 8","United Kingdom","Official","Activision","Shaba Games","2 May 2025","CIB","3.94","5.16","12.17","5.16","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Tony Hawk's Proving Ground","United Kingdom","Official","Activision","Page 44 Studios","2 May 2025","CIB","4.43","5.03","23.78","5.03","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Tony Hawk's Underground 2","United Kingdom","Official","Activision","Neversoft Entertainment","2 May 2025","CIB","5.44","6.18","44.37","6.18","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Transformers","United Kingdom","Official","Atari Games, Midway Games","Beam Software, Midway Games","19 Sep 2025","CIB","5.50","6.18","38.53","6.18","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","UEFA Champions League 2004-2005","United Kingdom","Official","Electronic Arts","Electronic Arts","2 May 2025","CIB","2.78","3.04","35.98","3.04","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","Ultimate Spider-Man","United Kingdom","Official","Activision","Treyarch","2 May 2025","CIB","7.88","9.10","82.24","9.10","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","WRC 3: FIA World Rally Championship","United Kingdom","Official","Sony Computer Entertainment","Evolution Studios","2 May 2025","Boxed","3.84","4.07","11.62","3.84","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","WWE SmackDown vs. Raw 2007","United Kingdom","Official","THQ","Yuke's","2 May 2025","CIB","2.63","3.29","13.11","3.29","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","WWE SmackDown vs. Raw 2008","United Kingdom","Official","THQ","Yuke's","2 May 2025","CIB","3.11","3.42","31.18","3.42","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Owned","X-Treme Express","United Kingdom","Official","Midas Interactive Entertainment Ltd.","Syscom Entertainment Inc.","30 May 2025","CIB","5.02","6.85","5.46","6.85","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Wishlist","2002 FIFA World Cup","United Kingdom","Official","EA Sports","EA Canada","18 Oct 2025","CIB","4.18","4.40","59.04","4.40","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Wishlist","Biker Mice from Mars","United Kingdom","Official","Game Factory Interactive Ltd.","Creat Studios, Inc","18 Oct 2025","CIB","13.86","15.33","33.26","15.33","-1.0","?","?","?","",""
"Sony PlayStation 2","Games","Wishlist","God of War","United Kingdom","Official","Sony Computer Entertainment","Sony Santa Monica Studio","18 Oct 2025","CIB","12.26","18.66","84.01","18.66","-1.0","1","1","1","",""
"Sony PlayStation 2","Games","Wishlist","God of War II","United Kingdom","Official","Sony Computer Entertainment","Sony Santa Monica Studio","18 Oct 2025","CIB","12.59","13.62","100.66","13.62","-1.0","1","1","1","",""
"Sony PlayStation 2","Games","Wishlist","Power Rangers: Dino Thunder","United Kingdom","Official","THQ","Pacific Coast Power & Light","18 Oct 2025","CIB","3.45","4.11","26.84","4.11","-1.0","1","1","1","",""
"Sony PlayStation 2","Games","Wishlist","Power Rangers: Super Legends","United Kingdom","Official","Disney Interactive Studios","Artificial Mind & Movement","18 Oct 2025","CIB","3.22","4.89","38.90","4.89","-1.0","1","1","1","",""
"Sony PlayStation 2","Games","Wishlist","Silent Hill 3","United Kingdom","Official","Konami","Team Silent","18 Oct 2025","CIB","60.83","67.15","304.14","67.15","-1.0","1","1","1","",""
"Sony PlayStation 2","Games","Wishlist","Silent Hill 4: The Room","United Kingdom","Official","Konami","Team Silent","18 Oct 2025","CIB","50.88","53.04","178.93","53.04","-1.0","1","1","1","",""
"Sony PlayStation 2","Games","Wishlist","Silent Hill: Origins","United Kingdom","Official","Konami Digital Entertainment, Inc.","Climax Studios","18 Oct 2025","CIB","74.35","119.31","252.78","119.31","-1.0","1","1","1","",""
"Sony PlayStation 2","Games","Wishlist","Silent Hill: Shattered Memories","United Kingdom","Official","Konami","Climax Studios","18 Oct 2025","CIB","133.16","245.96","590.22","245.96","-1.0","1","1","1","",""
"Sony PlayStation 2","Games","Wishlist","Spider-Man 3","United Kingdom","Official","Activision","Vicarious Visions","18 Oct 2025","CIB","4.84","5.13","34.16","5.13","-1.0","1","1","1","",""
"Nintendo Game Boy Color","Systems","Owned","GameBoy Color [Red]","United Kingdom","Official","Missing Field","Missing Field","2 May 2025","Loose","49.39","128.18","216.92","49.39","-1.0","?","?","?","",""
"Nintendo Game Boy","Games","Owned","Donkey Kong Land III","United Kingdom","Official","Nintendo","Rare, Ltd.","18 Aug 2025","Loose","12.14","59.64","346.68","12.14","-1.0","?","?","?","",""
"Nintendo Game Boy","Systems","Owned","Game Boy [Radiant Red Play It Loud]","United Kingdom","Official","Nintendo","Nintendo","2 May 2025","Loose","62.48","237.40","568.52","62.48","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","Disney Tangled: The Video Game","United Kingdom","Official","Disney Interactive Studios","Planet Moon Studios","2 May 2025","CIB","4.90","6.27","10.12","6.27","-1.0","?","?","?","",""
"Nintendo DS","Game Accessories","Owned","Guitar Hero: On Tour Guitar Grip","United States of America","Official","Missing Field","Activision","3 May 2025","Loose","9.88","15.39","30.42","9.88","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","Happy Party with Hello Kitty & Friends","United Kingdom","Official","GameBridge","Interchannel","2 May 2025","CIB","4.08","5.73","16.41","5.73","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","Harry Potter and the Half-Blood Prince","United Kingdom","Official","EA Games","EA Bright Light","2 May 2025","CIB","4.50","5.23","16.00","5.23","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","Imagine: Babies","United Kingdom","Official","Ubisoft","Ubisoft","3 May 2025","Loose","4.20","5.72","10.65","4.20","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","Imagine: Teacher","United Kingdom","Official","Ubisoft","Magic Pockets","3 May 2025","Loose","2.72","3.29","6.08","2.72","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","More Brain Training from Dr Kawashima - How Old Is Your Brain","United Kingdom","Official","Nintendo","Nintendo","3 May 2025","Loose","2.89","3.03","5.58","2.89","-1.0","?","?","?","",""
"Nintendo DS","Systems","Owned","Nintendo ds lite [Silver]","United Kingdom","Official","Missing Field","Missing Field","2 May 2025","Loose","39.73","56.19","411.76","39.73","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","Ratatouille","United Kingdom","Official","THQ","Helixe","2 May 2025","CIB","2.96","3.70","6.72","3.70","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","Style Boutique","United Kingdom","Official","Nintendo","syn Sophia","2 May 2025","CIB","5.80","5.80","14.45","5.80","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","Toy Story 3","United Kingdom","Official","Disney Interactive","n-Space, Inc","2 May 2025","CIB","2.73","3.94","7.61","3.94","-1.0","?","?","?","",""
"Nintendo DS","Systems","Owned","White Nintendo DSi System","United Kingdom","Official","Nintendo","Nintendo","2 May 2025","Loose","29.58","73.01","175.09","29.58","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","ZhuZhu Pets","United Kingdom","Official","Activision","Black Lantern Studios, Inc.","3 May 2025","Loose","2.88","3.97","7.61","2.88","-1.0","?","?","?","",""
"Nintendo DS","Games","Owned","ZhuZhu Pets","United Kingdom","Official","Activision","Black Lantern Studios, Inc.","3 May 2025","Loose+","2.88","3.97","7.61","3.86","-1.0","?","?","?","",""
"Nintendo DS","Games","Wishlist","Power Rangers: Super Legends","United Kingdom","Official","Disney Interactive Studios","Handheld Games","18 Oct 2025","CIB","3.35","4.37","14.40","4.37","-1.0","1","1","1","",""
"Nintendo 3DS","Games","Owned","Animal Crossing: Happy Home Designer","United Kingdom","Official","Nintendo","Nintendo EAD","3 May 2025","Loose","4.98","5.77","8.02","4.98","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Animal Crossing: New Leaf","United Kingdom","Official","Nintendo","Nintendo","3 May 2025","Loose","12.97","15.22","28.80","12.97","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Luigi's Mansion 2","United Kingdom","Official","Nintendo","Next Level Games","3 May 2025","Loose","4.66","6.08","23.04","4.66","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Mario Kart 7","United Kingdom","Official","Nintendo","Nintendo EAD, Retro Studios","2 May 2025","CIB","5.97","7.89","36.18","7.89","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","New Super Mario Bros. 2","United Kingdom","Official","Nintendo","Nintendo","3 May 2025","Loose","7.24","9.23","33.11","7.24","-1.0","?","?","?","",""
"Nintendo 3DS","Systems","Owned","Nintendo 3DS pink edition","United Kingdom","Official","Missing Field","Missing Field","2 May 2025","Loose","93.95","96.47","103.24","93.95","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Nintendo presents: New Style Boutique","United Kingdom","Official","Nintendo","syn Sophia","3 May 2025","Loose","11.45","19.34","5.84","11.45","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Nintendo presents: New Style Boutique 2 - Fashion Forward","United Kingdom","Official","Nintendo","Nintendo","3 May 2025","Loose","15.73","49.91","14.66","15.73","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Paper Mario: Sticker Star","United Kingdom","Official","Nintendo","Vanpool, Intelligent Systems","3 May 2025","Loose","6.50","8.34","17.42","6.50","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Pokémon Omega Ruby","United Kingdom","Official","Nintendo, The Pokemon Company","Game Freak","3 May 2025","Loose","29.95","34.84","100.42","29.95","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Pokémon X","United Kingdom","Official","Nintendo, The Pokemon Company","Game Freak","2 May 2025","CIB","23.53","30.16","54.85","30.16","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","RollerCoaster Tycoon 3D","United Kingdom","Official","Missing Field","Missing Field","2 May 2025","CIB","5.45","7.11","10.65","7.11","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Scribblenauts Unlimited","United Kingdom","Official","Warner Bros","5th Cell Media","2 May 2025","CIB","5.89","6.32","33.79","6.32","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Super Mario 3D Land","United Kingdom","Official","Nintendo","Nintendo EAD Tokyo","2 May 2025","CIB","4.30","5.32","22.89","5.32","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","LEGO Movie Videogame","United Kingdom","Official","WB Games","TT Games","3 May 2025","Loose","2.71","3.51","10.82","2.71","-1.0","?","?","?","",""
"Nintendo 3DS","Games","Owned","Tomodachi Life","United Kingdom","Official","Nintendo","Nintendo SPD Group No.1","2 May 2025","CIB","30.13","30.83","49.06","30.83","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Colin McRae Rally [Platinum]","United Kingdom","Official","Codemasters","Codemasters","2 May 2025","CIB","3.95","6.97","48.53","6.97","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Cool Boarders 2 [Platinum]","United Kingdom","Official","Sony Computer Entertainment","UEP Systems","2 May 2025","CIB","3.14","4.72","12.17","4.72","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Crash Bandicoot","United Kingdom","Official","Sony Computer Entertainment Europe","Naughty Dog Software","2 May 2025","M+B","9.05","14.44","166.05","14.41","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Crash Bandicoot 2: Cortex Strikes Back","United Kingdom","Official","Sony Computer Entertainment Europe","Naughty Dog Software","2 May 2025","CIB","13.57","14.60","253.56","14.60","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Demo 1 [95001]","United Kingdom","Demo","Sony","Sony","2 May 2025","CIB","?","?","?","?","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","FIFA 2000","United Kingdom","Official","EA Sports","EA Canada","25 Jun 2025","CIB","4.86","7.24","52.91","7.24","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","FIFA 97","United Kingdom","Official","EA Sports","EA Canada","5 Aug 2025","CIB","2.79","8.21","21.30","8.21","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","FIFA 99","United Kingdom","Official","EA Sports","EA Sports","2 May 2025","CIB","4.56","5.71","31.08","5.71","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","FIFA Soccer 96","United Kingdom","Official","EA Sports","Extended Play Productions","24 Sep 2025","CIB","5.16","10.47","27.38","10.47","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","FIFA: Road to World Cup 98","United Kingdom","Official","EA Sports","EA Canada","25 Jun 2025","CIB","6.54","9.28","22.92","9.28","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Formula 1 98","United Kingdom","Official","Psygnosis Limited","Visual Sciences","2 May 2025","CIB","3.76","5.56","14.45","5.56","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Freestyle Scooter","United Kingdom","Official","Crave Entertainment, Ubisoft","Shaba Games","18 Sep 2025","CIB","5.56","5.99","35.46","5.99","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Gran Turismo","United Kingdom","Official","Sony Computer Entertainment","Polyphony Digital Inc.","2 May 2025","CIB","7.12","9.75","152.18","9.75","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Incredible Crisis","United Kingdom","Official","Missing Field","Polygon Magic","2 May 2025","CIB","10.54","22.08","96.20","22.08","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Mat Hoffman's Pro BMX","United Kingdom","Official","Activision","Runecraft","24 Sep 2025","CIB","4.41","7.53","34.21","7.53","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Micro Machines V3 [Platinum]","United Kingdom","Official","Codemasters","Codemasters","2 May 2025","CIB","3.86","6.13","15.97","6.13","-1.0","?","?","?","",""
"Sony PlayStation","Games","Owned","Oddworld: Abe's Exoddus","United Kingdom","Official","GT Interactive Software Corp.","Oddworld Inhabitants","2 May 2025","CIB","9.76","10.01","115.67","10.01","-1.0","?","?","?","",""
"Sony PlayStation","Controllers","Owned","PlayStation Controller [Gray]","United States of America","Official","Missing Field","Missing Field","3 May 2025","Loose","11.16","25.94","43.40","11.16","-1.0","?","?","?","",""
"Sony PlayStation","Controllers","Owned","PlayStation Controller [Gray]","United States of America","Official","Missing Field","Missing Field","3 May 2025","Loose","11.16","25.94","43.40","11.16","-1.0","?","?","?","",""
