Platform,Category,UserRecordType,Title,Country,ReleaseType,Publisher,Developer,CreatedAt,Ownership,PriceLoose,PriceCIB,PriceNew,YourPrice,PricePaid,ItemCondition,BoxCondition,ManualCondition,Notes,Tags
"Sony PlayStation 4","Games","Owned","Assassin's Creed Odyssey [Limited Edition]","United Kingdom","Official","Ubisoft","Ubisoft Quebec","2 May 2025","CIB","10.32","10.65","20.46","10.65","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Battlefield V","United Kingdom","Official","Electronic Arts","DiCE","2 May 2025","CIB","4.80","5.26","13.35","5.26","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Call of Duty: Advanced Warfare","United Kingdom","Official","Activision","Sledgehammer Games","2 May 2025","Boxed","3.70","3.84","9.39","3.84","5.00","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Call of Duty: Black Ops Cold War","United Kingdom","Official","Activision","Treyarch","3 May 2025","CIB","7.10","7.12","15.01","7.12","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Call of Duty: Black Ops III","United Kingdom","Official","Activision","Treyarch","8 Nov 2025","Boxed","3.91","5.49","15.06","5.49","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Call of Duty: Infinite Warfare","United Kingdom","Official","Activision","Infinity Ward","3 May 2025","CIB","3.04","4.30","9.42","4.30","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Call of Duty: Modern Warfare","United Kingdom","Official","Activision","Infinity Ward","3 May 2025","CIB","4.34","4.99","13.45","4.99","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Control","United Kingdom","Official","505 Games","Remedy Entertainment","2 May 2025","CIB","4.54","7.52","14.53","7.52","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Dark Souls Trilogy","United Kingdom","Official","Bandai Namco Entertainment","FromSoftware, Inc.","3 May 2025","CIB","22.40","24.45","29.95","24.45","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Death Stranding [Standard Edition] [Higgs Variant]","United Kingdom","Official","Sony Interactive Entertainment","Kojima Productions (Konami)","18 Oct 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","EA SPORTS UFC 4","United Kingdom","Official","EA Sports","EA Sports","2 May 2025","CIB","10.63","10.98","14.52","10.98","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Elder Scrolls Online: Tamriel Unlimited [Crown Edition]","United Kingdom","Official","Bethesda Softworks","ZeniMax Media","2 May 2025","CIB","1.73","3.35","4.69","3.35","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Far Cry 5","United Kingdom","Official","Ubisoft","Ubisoft Montreal","2 May 2025","CIB","3.96","5.44","8.24","5.44","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","FIFA 14","United Kingdom","Official","EA Sports","EA Canada","18 Oct 2025","Boxed","3.29","5.14","9.25","4.66","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","FIFA 15","United Kingdom","Official","EA Sports","EA Canada","18 Oct 2025","CIB","2.26","2.60","4.97","2.60","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","FIFA 16","United Kingdom","Official","Electronic Arts","EA Canada","2 May 2025","Boxed","1.41","2.93","5.73","2.58","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","FIFA 17","United Kingdom","Official","Electronic Arts","EA Canada","2 May 2025","CIB","1.80","1.83","7.09","1.83","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","FIFA 18","United Kingdom","Official","EA Sports","EA Canada","2 May 2025","Boxed","1.79","2.29","3.56","2.29","-1.0","?","?","?","not to be sold separately ",""
"Sony PlayStation 4","Games","Owned","FIFA 19","United Kingdom","Official","EA Sports","EA Sports","2 May 2025","CIB","2.56","2.57","8.92","2.57","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","FIFA 20","United Kingdom","Official","Electronic Arts","EA Vancouver and EA Romania","2 May 2025","CIB","2.21","2.42","6.78","2.42","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","FIFA 21","United Kingdom","Official","Electronic Arts","EA Canada","11 May 2025","CIB","2.14","4.72","6.67","4.72","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","FIFA 22","United Kingdom","Official","EA Sports","EA Sports","25 Jun 2025","CIB","1.92","4.51","10.00","4.51","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","FIFA 23","United Kingdom","Official","EA Sports","EA Canada","27 Jun 2025","CIB","5.01","6.11","11.58","6.11","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","God of War","United Kingdom","Official","Sony Interactive Entertainment","Sony Santa Monica Studio","2 May 2025","CIB","5.68","5.99","12.31","5.99","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Grand Theft Auto V","United Kingdom","Official","Rockstar Games","Rockstar North","19 Jun 2025","Loose","6.36","7.92","13.17","6.36","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Horizon Zero Dawn [PlayStation Hits]","United Kingdom","Official","Sony Interactive Entertainment","Guerrilla Games","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Infamous: Second Son [Playstation Hits]","United Kingdom","Official","SCEE","Sucker Punch","3 May 2025","CIB","6.89","9.32","14.69","9.32","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Just Dance 2017","United Kingdom","Official","Ubisoft","Ubisoft Paris","19 Jun 2025","Loose","5.78","6.75","15.64","5.78","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Killzone: Shadow Fall","United Kingdom","Official","Sony Computer Entertainment","Guerrilla Games","2 May 2025","CIB","2.84","3.33","9.08","3.33","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Marvel Avengers","United Kingdom","Official","Square Enix","Crystal Dynamics","3 May 2025","CIB","4.36","4.47","9.88","4.47","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Marvel Avengers Bonus Steelbook","United States of America","Official","Square Enix","Square Enix","3 May 2025","B","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","1","?","",""
"Sony PlayStation 4","Games","Owned","Marvel's Spider-Man","United Kingdom","Official","Sony Interactive Entertainment","Insomniac Games","2 May 2025","CIB","8.89","8.90","21.02","8.90","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Marvel's Spider-Man: Miles Morales","United Kingdom","Official","Sony Interactive Entertainment","Insomniac Games","3 May 2025","CIB","10.79","11.87","15.61","11.87","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Middle-earth: Shadow of Mordor [Steelbook Edition]","United Kingdom","Official","Feral Interactive","Monolith Productions, Inc.","3 May 2025","CIB","13.43","15.44","19.78","15.44","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Minecraft: PlayStation 4 Edition","United Kingdom","Official","Epic/Sony Inc.","Mojang","2 May 2025","CIB","10.12","11.64","16.75","11.64","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","NBA 2K18","United Kingdom","Official","2K Sports","Visual Concepts","2 May 2025","CIB","2.81","2.85","6.95","2.85","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","NBA 2K20","United Kingdom","Official","2K Sports","Visual Concepts","2 May 2025","CIB","2.78","3.42","8.19","3.42","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Nioh","United Kingdom","Official","Sony Interactive Entertainment","Team Ninja","3 May 2025","CIB","4.36","5.19","5.60","5.19","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Nioh 2","United Kingdom","Official","Koei Tecmo","Team Ninja","3 May 2025","CIB","5.94","6.61","8.37","6.61","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Now That's What I Call Sing 2","United Kingdom","Official","Deep Silver","Koch Media","2 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Sony PlayStation 4","Systems","Owned","PlayStation 4 500GB","United Kingdom","Official","Missing Field","Missing Field","2 May 2025","Loose","113.82","130.90","170.37","113.82","-1.0","?","?","?","",""
"Sony PlayStation 4","Controllers","Owned","PlayStation DualShock 4 Wireless Controller [Black]","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","16.80","23.58","36.20","16.80","-1.0","?","?","?","",""
"Sony PlayStation 4","Controllers","Owned","PlayStation DualShock 4 Wireless Controller [Black]","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","16.80","23.58","36.20","16.80","-1.0","?","?","?","",""
"Sony PlayStation 4","Controllers","Owned","PlayStation DualShock 4 Wireless Controller [Black]","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","16.80","23.58","36.20","16.80","-1.0","?","?","?","",""
"Sony PlayStation 4","Controllers","Owned","PlayStation DualShock 4 Wireless Controller [Black]","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","16.80","23.58","36.20","16.80","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Red Dead Redemption II","United Kingdom","Official","Rockstar Games","Rockstar Games","3 May 2025","CIB","8.34","10.10","17.04","10.10","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Riders Republic [Gold Edition]","United States of America","Official","Ubisoft","Ubisoft","2 May 2025","CIB","18.61","22.78","28.52","22.78","-1.0","?","?","?","",""
"Sony PlayStation 4","Systems","Owned","Sony PlayStation 4 Pro 1TB Console [Black]","United Kingdom","Official","Sony","Missing Field","2 May 2025","CIB","110.92","143.69","173.57","143.69","-1.0","1","?","?","",""
"Sony PlayStation 4","Games","Owned","Last Guardian","United Kingdom","Official","Sony","Sony Japan Studio, genDESIGN","3 May 2025","CIB","6.45","7.74","14.74","7.74","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Last of Us Part II","United Kingdom","Official","Sony Interactive Entertainment","Naughty Dog Software","2 May 2025","CIB","9.29","11.83","15.37","11.83","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Sims 4","United Kingdom","Official","Electronic Arts","Maxis","2 May 2025","CIB","5.15","7.18","17.61","7.18","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Tony Hawk's Pro Skater 1 + 2","United Kingdom","Official","Activision","Vicarious Visions","3 May 2025","CIB","10.18","10.46","18.00","10.46","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Uncharted 4: A Thief's End","United Kingdom","Official","Sony Interactive Entertainment","Naughty Dog Software","2 May 2025","Boxed","2.54","5.22","12.40","4.62","-1.0","?","?","?","not for resale",""
"Sony PlayStation 4","Games","Owned","Uncharted: The Nathan Drake Collection","United Kingdom","Official","Sony Computer Entertainment","Bluepoint Games","2 May 2025","CIB","5.16","6.86","14.49","6.86","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Until Dawn [Extended Edition]","United Kingdom","Official","Sony Computer Entertainment","Supermassive Games","3 May 2025","CIB","7.10","8.01","39.35","8.01","-1.0","?","?","?","",""
"Sony PlayStation 4","Games","Owned","Watch Dogs: Legion","United Kingdom","Official","Ubisoft","Ubisoft","2 May 2025","CIB","3.52","4.53","8.31","4.53","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Assassin's Creed: Syndicate","United Kingdom","Official","Ubisoft","Ubisoft Quebec","3 May 2025","CIB","2.84","3.90","10.60","3.90","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Batman: Arkham Knight","United Kingdom","Official","Warner Bros. Interactive Entertainment","Missing Field","3 May 2025","CIB","3.14","3.20","12.79","3.20","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Battlefield 4","United Kingdom","Official","Electronic Arts","EA Dice","3 May 2025","CIB","1.57","2.56","9.83","2.56","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Battlefield Hardline","United Kingdom","Official","Electronic Arts","Visceral Games","3 May 2025","CIB","2.25","3.03","7.13","3.03","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Call of Duty: Black Ops III","United Kingdom","Official","Missing Field","Treyarch","3 May 2025","CIB","2.56","4.78","11.58","4.78","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Call of Duty: Black Ops IIII","United Kingdom","Official","Missing Field","Treyarch","3 May 2025","CIB","3.35","3.78","6.72","3.78","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Call of Duty: WWII","United Kingdom","Official","Missing Field","Sledgehammer Games","3 May 2025","CIB","2.77","5.39","7.13","5.39","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Doom","United Kingdom","Official","Bethesda Softworks","id Software","3 May 2025","CIB","3.65","4.13","8.34","4.13","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Dying Light","United Kingdom","Official","Warner Bros. Interactive Entertainment","Techland Sp. z o.o","3 May 2025","CIB","4.82","4.99","15.06","4.99","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Fallout 4","United Kingdom","Official","Bethesda Softworks","Bethesda","3 May 2025","CIB","1.90","2.67","5.15","2.67","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Far Cry 4","United Kingdom","Official","Ubisoft","Ubisoft Montreal","3 May 2025","CIB","4.72","5.33","12.79","5.33","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","FIFA 14","United States of America","Official","Electronic Arts","Electronic Arts","2 May 2025","CIB","4.40","4.64","10.64","4.64","-1.0","?","?","?","is uk copy",""
"Microsoft Xbox One","Games","Owned","FIFA 15","United Kingdom","Official","EA Games","EA Games","2 May 2025","CIB","1.74","2.45","4.88","2.45","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","FIFA 18","United Kingdom","Official","EA Sports","EA Canada","2 May 2025","CIB","1.90","2.21","6.18","2.21","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Forza Horizon 2 [Day One Edition]","United Kingdom","Official","Microsoft Studios","Playground Games, Turn 10 Studios","3 May 2025","CIB","7.74","8.24","33.76","8.24","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Forza Horizon 3","United Kingdom","Official","Microsoft Studios","Playground Games","3 May 2025","CIB","5.48","11.62","26.89","11.62","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Forza Horizon 4","United Kingdom","Official","Microsoft Studios","Playground Games","3 May 2025","CIB","10.21","17.39","26.89","17.39","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Grand Theft Auto V","United Kingdom","Official","Rockstar Games","Rockstar North","3 May 2025","CIB","5.92","6.81","11.02","6.81","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Halo 5: Guardians","United Kingdom","Official","Microsoft Studios","343 Industries","3 May 2025","CIB","2.91","4.92","8.04","4.92","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Halo: The Master Chief Collection","United Kingdom","Official","Xbox Game Studios","343 Industries","3 May 2025","CIB","8.07","10.53","34.45","10.53","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Injustice 2","United Kingdom","Official","WB Games","NetherRealm Studios","3 May 2025","CIB","2.82","4.11","9.65","4.11","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Just Cause 3","United Kingdom","Official","Square Enix","Avalanche Studios","3 May 2025","CIB","2.82","3.79","8.12","3.79","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","LEGO Dimensions [Starter Set]","United States of America","Official","WB Games","WB Games","3 May 2025","CIB+","11.23","50.83","95.05","50.83","-1.0","?","?","?","Uk not us",""
"Microsoft Xbox One","Games","Owned","Mark McMorris Infinite Air","United Kingdom","Official","Maximum Games","HB Studios","3 May 2025","CIB","3.26","3.51","4.56","3.51","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Metal Gear Solid V: The Phantom Pain","United Kingdom","Official","Konami Studios","Konami Studios, Kojima Productions (Konami)","3 May 2025","CIB","5.26","6.05","14.60","6.05","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Middle-earth: Shadow of Mordor","United Kingdom","Official","Warner Bros. Interactive Entertainment","Monolith Productions, Inc.","3 May 2025","CIB","1.54","3.05","6.08","3.05","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Mortal Kombat X","United Kingdom","Official","Warner Bros. Interactive Entertainment","NetherRealm Studios","3 May 2025","CIB","3.86","6.31","12.78","6.31","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Quantum Break","United Kingdom","Official","Microsoft Studios","Remedy Entertainment","3 May 2025","CIB","4.71","4.72","11.76","4.72","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Star Wars: Battlefront","United Kingdom","Official","Electronic Arts","DiCE","3 May 2025","CIB","2.70","2.76","10.54","2.76","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Steep","United States of America","Official","Ubisoft Entertainment","Ubisoft Annecy","3 May 2025","CIB","4.69","5.33","6.42","5.33","-1.0","?","?","?","uk not us",""
"Microsoft Xbox One","Games","Owned","Sunset Overdrive [Day One Edition]","United Kingdom","Official","Microsoft Studios","Insomniac Games","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Crew: Wild Run","United States of America","Official","Ubisoft Entertainment","Ivory Tower","3 May 2025","CIB","4.51","4.74","9.91","4.74","-1.0","?","?","?","uk not us",""
"Microsoft Xbox One","Games","Owned","Tony Hawk's Pro Skater 5","United States of America","Official","Activision","Robomodo","24 May 2025","CIB","4.93","6.96","15.64","6.96","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Trackmania Turbo","United States of America","Official","Ubisoft Entertainment","Nadeo","3 May 2025","CIB","4.75","5.24","12.64","5.24","-1.0","?","?","?","uk not us",""
"Microsoft Xbox One","Games","Owned","Watch Dogs 2","United Kingdom","Official","Ubisoft Entertainment","Ubisoft","3 May 2025","CIB","3.17","3.36","13.52","3.36","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Watch Dogs [Special Edition]","United States of America","Official","Ubisoft Entertainment","Ubisoft Entertainment","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Wolfenstein II: The New Colossus","United Kingdom","Official","Bethesda Softworks","Machinegames","3 May 2025","CIB","4.79","5.20","8.57","5.20","-1.0","?","?","?","",""
"Microsoft Xbox One","Games","Owned","Wolfenstein: The New Order [Occupied Edition]","United Kingdom","Official","Bethesda Softworks","Bethesda","3 May 2025","CIB+","1.89","10.06","17.43","10.06","-1.0","?","?","?","",""
"Microsoft Xbox One","Controllers","Owned","Xbox One Black Wireless Controller","United States of America","Official","Microsoft","Missing Field","3 May 2025","Loose","13.24","20.53","26.62","13.24","-1.0","?","?","?","",""
"Microsoft Xbox One","Controllers","Owned","Xbox One Black Wireless Controller","United States of America","Official","Microsoft","Missing Field","3 May 2025","Loose","13.24","20.53","26.62","13.24","-1.0","?","?","?","",""
"Microsoft Xbox One","Systems","Owned","Xbox One Console 500GB [Assassin's Creed Unity Bundle]","United Kingdom","Official","Missing Field","Missing Field","2 May 2025","CIB","225.85","243.21","316.19","243.21","-1.0","1","?","?","",""
"Microsoft Xbox One","Game Accessories","Owned","Xbox One Wired Headset","United States of America","Official","Microsoft","Missing Field","3 May 2025","Loose","8.79","13.68","10.21","8.79","-1.0","?","?","?","",""
"Microsoft Xbox One","Controllers","Owned","Xbox Wireless Controller [Aqua Shift Special Edition]","United States of America","Official","Microsoft","Microsoft","3 May 2025","CIB","26.62","30.61","39.93","30.61","-1.0","?","?","?","",""
"Microsoft Xbox One","Game Accessories","Owned","Xbox Wireless Controller [Pulse Red]","United States of America","Official","Microsoft","Microsoft","3 May 2025","CIB","22.06","22.62","33.44","22.62","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Ace Combat 6: Fires of Liberation","United Kingdom","Official","Bandai Namco Entertainment","Namco","3 May 2025","CIB","5.99","8.14","14.45","8.14","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Amazing Spider-Man","United Kingdom","Official","Activision","Beenox Studios","3 May 2025","CIB","9.44","10.99","38.40","10.99","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Assassin's Creed","United Kingdom","Official","Ubisoft","Ubisoft Montreal","3 May 2025","CIB","2.06","2.90","31.53","2.90","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Assassin's Creed Brotherhood - Classics","United Kingdom","Official","Ubisoft","Havok","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Assassin's Creed II","United Kingdom","Official","Ubisoft","Ubisoft Montreal","2 May 2025","CIB","2.59","2.68","13.33","2.68","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Assassin's Creed Rogue","United Kingdom","Official","Ubisoft","Ubisoft Sofia","3 May 2025","CIB","3.70","4.39","8.74","4.39","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Batman Arkham City [Holographic/Lenticular Sleeve case]","United Kingdom","Official","Warner Bros. Interactive Entertainment","Rocksteady Studios Ltd","2 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Batman: Arkham Asylum","United Kingdom","Official","Eidos Interactive","Rocksteady Studios Ltd","3 May 2025","CIB","1.92","3.76","15.07","3.76","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Batman: Arkham City","United Kingdom","Official","WB Games","Rocksteady Studios Ltd","3 May 2025","CIB","2.65","3.39","10.88","3.39","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Batman: Arkham Origins","United Kingdom","Official","WB Games","Rocksteady","3 May 2025","CIB","9.42","12.25","24.00","12.25","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Battlefield: Bad Company","United Kingdom","Official","Electronic Arts","DiCE","3 May 2025","CIB","2.40","4.11","9.85","4.11","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Battlefield: Bad Company 2","United Kingdom","Official","Electronic Arts","EA Dice","3 May 2025","CIB","2.58","2.92","10.56","2.92","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","BioShock","United Kingdom","Official","2K Games","Irrational Games","3 May 2025","CIB","2.54","3.30","32.42","3.30","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","BioShock Infinite","United Kingdom","Official","2K Games","Irrational Games","3 May 2025","CIB","2.03","2.94","11.29","2.94","-1.0","?","?","?","",""
"Microsoft Xbox 360","Game Accessories","Owned","Black S Xbox 360 Wireless Controller","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","15.01","32.03","41.06","15.01","-1.0","1","?","?","",""
"Microsoft Xbox 360","Game Accessories","Owned","Black S Xbox 360 Wireless Controller","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","15.01","32.03","41.06","15.01","-1.0","?","?","?","",""
"Microsoft Xbox 360","Game Accessories","Owned","Black S Xbox 360 Wireless Controller","United Kingdom","Official","Missing Field","Missing Field","3 May 2025","Loose","15.01","32.03","41.06","15.01","-1.0","?","?","?","",""
"Microsoft Xbox 360","Controllers","Owned","Black Xbox 360 Wireless Controller","United States of America","Official","Microsoft","Microsoft","3 May 2025","Loose","16.91","17.49","90.40","16.91","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Borderlands 2","United Kingdom","Official","2K Games","Gearbox Software","3 May 2025","CIB","-1.0", "-1.0", "-1.0", "-1.0","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Brink","United Kingdom","Official","Bethesda Softworks","Splash Damage","3 May 2025","CIB","1.96","2.32","5.62","2.32","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Bully: Scholarship Edition","United Kingdom","Official","Rockstar Games","Rockstar Vancouver","3 May 2025","CIB","12.98","16.57","25.88","16.57","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Burnout Paradise","United Kingdom","Official","Electronic Arts","Criterion Games","3 May 2025","CIB","2.66","3.76","16.86","3.76","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Call of Duty 3","United Kingdom","Official","Activision","Treyarch","3 May 2025","CIB","4.35","5.25","18.82","5.25","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Call of Duty 4: Modern Warfare","United Kingdom","Official","Activision","Infinity Ward","3 May 2025","CIB","3.00","3.22","25.40","3.22","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Call of Duty World at War [Classics]","United Kingdom","Official","Activision","Treyarch","2 May 2025","CIB","33.42","36.49","112.28","36.49","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Call of Duty: Black Ops","United Kingdom","Official","Activision","Treyarch","2 May 2025","CIB+","3.89","4.27","27.27","4.27","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Call of Duty: Ghosts","United Kingdom","Official","Activision","Infinity Ward","3 May 2025","CIB","3.37","3.59","8.47","3.59","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Call Of Duty: Modern Warfare 2","United Kingdom","Official","Activision Blizzard, Inc.","Infinity Ward","3 May 2025","CIB","4.36","4.70","44.09","4.70","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Call of Duty: Modern Warfare 3","United Kingdom","Official","Activision","Missing Field","3 May 2025","CIB","2.94","3.32","11.75","3.32","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Call of Duty: World at War","United Kingdom","Official","Activision","Treyarch","3 May 2025","Loose+","3.64","4.65","22.79","7.34","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Condemned","United Kingdom","Official","Sega","Monolith Productions, Inc.","3 May 2025","CIB","7.61","7.93","23.32","7.93","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Dead Island [Game of the Year Edition] [Classics Edition]","United Kingdom","Official","Deep Silver","Techland Sp. z o.o","3 May 2025","CIB","0.91","1.73","3.04","1.73","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Destroy All Humans! Path of the Furon","United Kingdom","Official","THQ","Sandblast Games","3 May 2025","CIB","8.00","10.66","19.01","10.66","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Deus Ex: Human Revolution","United Kingdom","Official","Square Enix","Eidos Montreal","3 May 2025","CIB","1.98","2.28","8.60","2.28","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Disney Infinity","United Kingdom","Official","Disney Interactive Studios","Avalanche Software LLC","3 May 2025","CIB","4.16","5.13","7.48","5.13","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Disney Universe","United Kingdom","Official","Disney Interactive Studios","Eurocom","3 May 2025","CIB","3.64","5.72","9.04","5.72","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Dragon's Dogma","United Kingdom","Official","Capcom","Capcom","3 May 2025","CIB","2.84","4.67","19.84","4.67","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Elder Scrolls IV Oblivion [5th Anniversary Edition]","United Kingdom","Official","Bethesda Softworks","Bethesda Game Studios","3 May 2025","CIB","8.75","19.18","31.38","19.18","-1.0","?","?","?","",""
